suo-hao-hai , 首先，我认为那些嘲讽并不会让题主受到打击，更不会让他认识到自己的错误。恰恰相反，如果他真的相信自己证明了哥德巴赫猜想，那些嘲讽只能让他更加自以为是，飘忽欲仙。真正的打击在于1月1日被指出错误的那一刻。飞得越高，摔得越惨。如果题主是认真的，希望题主提早认识到这一点，让“期待”平稳降落。祝好。
qiao-xie-yan , 第一次答题，也不是很懂，就是想说有些评论的人戾气太重了，觉得他就是来博关注的，应该平躺任人嘲。我个人觉得这就是一个年轻气盛的高中生，不服输，一根筋，可能确实证明出来了一些东西，不想就这么平庸下去，因为看上面好像是说他严重偏科来着吧，就想靠自己的证明赌一把。对数学有这种兴趣是个好事，他一月一日发出来的证明不全面或者是根本不对也不该被这样嘲讽吧，至少他比大部分人都有勇气了些，何必说这么重的话来伤害别人呢。
ma-hao-25-75 , 万一1月1日题主成功打脸楼上，成了中国的希望，世界数学的未来，羞辱了所有高等数学工作者弱弱的请求楼主给个推荐位置让我上个985吧
liu-jie-46-49 , 知乎上真是热心人多啊，光是质数都想的头大，还去加加减减的，要死了啊。
ci-cheng-fei-bi-cheng-68 , 有这能力还怕考不上吗？
 , 先把数分实变复变泛函课后题做一遍再来吹牛不好吗？
shapeu , 恭喜这位少年英雄喜提2019诺贝尔数学奖补充:我虽然没加引号，可凭知乎大佬们聪明伶俐的脑瓜也能看出来是什么意思吧，我抖个机灵而已，求求大家别给我科普了好不好。我只是个幼儿园毕业十几年的孩子。
ng-ng-57-41 , 你是不是对北大数学系有什么误解，真能证出来哈佛，普林斯顿这种世界顶级大学都打破头来抢，哪还会去北大读书，当教授还有可能。
nan-tao-yi-si-35 ,         你可能在开玩笑，中间差了近百年的数学史的空白，对于那些顶级的天才数学家来说，这个难度的确不是最高，但是它的证明过程极其繁琐，如果有高中生有这个能力，那他可能又是一个像牛顿，特斯拉，爱因斯坦这等级的天才或者鬼才，他还有耐心，那就更可怕了，你觉得清华能培养几个爱因斯坦或者牛顿？
zhu-jia-hao-28 , 请对数学保持应有的敬畏，1上个好大学。2好好学习数学。3证明猜想。1和2可以互换，直接跳过12就想做三。。。行吧，你可以的，中二少年  我在想，能证明猜想的人是不会问能否保送清华这类问题的，毕竟证明猜想一半的人已经做了教授了
chai-yi-fan , 如果真的证明出来了哥猜，那么你的问题应该是：清华跟北大的校长跪着求我去清北，请问我是该去麻省理工还是去牛津？
S-i-K-a , 我觉得你可以问一个更现实点的问题。比如：提出一个很不错的猜想能不能保送清华北大？
 , 如果你高中就能证明哥德巴赫猜想，那你就能保送到北大清华数学系去当教授。
 , 先一本正经地回答问题问：如果高中生能证明哥德巴赫猜想，会被清华北大数学系保送吗？答：不能，不符合国家规定的保送条件，保送生有且只有以下五类：1.省级优秀学生2.高中学科竞赛(数，物，化，生，信)国家集训队队员3.高水平运动员4.具有推荐保送生资格的外国语中学推荐保送的高中生5.公安英烈子女但可以报清华北大的自主招生了，因为符合自主招生中的下列条件：在科技发明、研究实践、文学创作等方面具有突出表现的学生还极有可能获得国家最高科学技术奖。——————分割线——————再说明一下，高中生证明哥德巴赫猜想是不可能的。哥德巴赫猜想虽然小学生都能看懂，但要解决它需要解析数论中极为高深的知识，高中知识的广度和深度远不及此。而且，高中时期连初等数论都没有，就更不用说解析数论了。我想我作为一名上过高中的学生，指出题主证明中的错误还是可以的。还有就是不得不说这是个涨粉的好方法，在这个娱乐至上的时代里，有流量有人气还有什么干不成的？这个提问已经给题主带来了足够多的资源，就看如何去运用了。
 , 先把数分实变复变泛函课后题做一遍再来吹牛不好吗？
 , 你不会保送到清华当学生，你会保送成清华历史上最年轻的教授
