hui-fa-guang-de-veritas , 唉。谁没个年少轻狂的时候啊。谁年轻的时候没说过大话啊。大家就不要冷嘲热讽了。就当看一个少年的做的梦好吗？你们这么说他心里肯定也挺受伤的。希望提问者还能保持对数学的热心，踏踏实实的从最基本的数论学起。
zhao-kai-xuan-89 , 证明猜想没意思，提出猜想让别人绞尽脑汁去证明吧另：我们中南大学有刘璐，他也是本科破解著名猜想西塔潘猜想 你们都是自学成才，应该好好交流！来中南大学。 。
wang-zhe-70-20 , 不是我泼冷水，但如果你高中能证明出哥德巴赫猜想，那么以你的智商与才干，十年前就被保送清华了。我认为吧，您的那位老师实在是太善良了，不希望磨灭他对数学的热情，但是不得不给您泼盆冷水，那样的证明不敢恭维，要是仅是为了让你不失去学数学信心而鼓励你们这样发的话，恐数学协会又不知道要驳回多少这样的证明了，姑且不说有什么小的毛病，就算是大的毛病也不少吧，前几行写的就像个门外汉了，如果题主真的想证明哥德巴赫猜想，先把陈老的论文好好的看懂，看透，这是最起码的尊重，"1+2"尚且洋洋洒洒十八页，且运用了大量的诸如∑这样的简记符号而题主不论是证明还是什么的感觉就像小孩子过家家一样，希望虽然是证明但也请尊重一下别人，如果您真的有钻研数学的精神是不会被我们这些言语打倒的，只会让你认清现实，有这个热情是好的，我也赞同老师说的，不能磨灭一个孩子对数学的热爱，但你这种证明本身就没有什么实质的东西，这不是一个数学爱好者应有的严谨态度，希望一盆盆冷水不是浇灭了你对数学的渴望而是让你凤凰涅槃，蜕变成一个更加强大的你。不要放弃对数学的探索，根据不完全归纳可以由第n天的所做推出n+1天可能做的事情，但是蝴蝶效应，只要一点点的改变后面可能会完全不一样，但不做出改变就变成了数学归纳法从n天推出了n+1天也是如此，所以你还是意志消沉的话永远不会有大作为，而做出改变，虚心汲取养分那么什么事都是有可能的，就像黎曼猜想，多少年前要是人们也是在想这个是无法证明的，那么现在还会有这样的成果吗？以前证不出来不代表以后证不出来，加油，即便穷极一生。(虽然感觉"1+2"已经是现在数学所能达到的极限了，但说不定在新的数学理论体系下可以证明，科学也不就是这样进步的嘛。想在量力出现前，牛顿经典力学还是主导的呢)附一:附二:
men-sao-xue-chang-58 , 两周后我的高数就要挂了，可我竟然还在这里一个一个翻答案不去复习，飘了飘了…
 , 题主加油！我也是在高中时期就发明了永动机，最后保送到名校的。真的不是很懂为什么这么多人都对题主冷嘲热讽，不说了，期待题主的论文，如果真的证明了，我一定帮你预订床位！
yiliao-wei-liao , 呵呵，证明哥德巴赫猜想，你就可以去清华北大数学系当博士生导师，招收保送的研究生了
xiao-dou-er-26 , 最好不是什么逆否命题的沙雕回答，那也太让我们失望了弟弟。
yang-pan-long-lou , 题主的意思是保送成为教授吧？这个还真不太清楚，据说清北排资论辈的现象比较严重，而题主的年龄必然不会太大，很可能会受到排挤，因此我建议题主直接去美国的普林斯顿大学，那里才是你施展绝世才华的好地方。望早日成功！
 , 如果题主真的证明出哥德巴赫猜想，那将在数学史上留下色彩浓厚的一笔。（前提是得到专家们的认可)保送清北是不大可能了，直接会被大佬机构预定，会满足你合理的条件…………………………………………………………………………作为某二本院校（拉低知乎平均学历）应用数学专业狗，从理论上来说，这不大可能，但从个人情感来说，我希望这是真的等明年1月1号
ljzca , 就是看不惯很多人冷嘲热讽，哥们，我告诉你标准答案：可以，肯定可以，而且不光清华北大，你如果能在高中就证明哥德巴赫猜想，世界上任何一所大学，都会给你免试录取，而且还给你全额奖学金，大学的数学老师会把你像老师一样对待，你会走上人生巅峰。所以哥们快开搞吧，闪亮未来在等着你。PS: 话说知乎咋把我放的狗头吃了
