tom123-24 , 我不管怎么定义的负质数，他说2n属于B或2n＝(-1)+(2n+1),2n属不属于B我不知道，但是或  后面明明是恒成立的，还讨论什么……
huo-shao-ming-4 , 六方面共同存在的正方体，就是中间球体的一对内外体，是123的三方面的一对的2。大自然的规律都是一对的正和反，这是我的猜想和证明。
qing-zhi-34-60-40 , 我认为证哥猜，没有用高等数学以上的数学体系的证明全是错的，看都不用看以下原答泻药答主非数学专业，本科学到高等数学就结束了  【成绩也不咋地】，就说下逻辑上的问题【图传不了】在变式一后，命题中若-1为质数，∀n∈N+，2n∈A最后得出结论原命题是真命题，所以变式一正确这个命题和变式一，即2n＝（-1）+（2n+1）正确没有什么能说明联系的关系最后结论到变式三之后也没有能证明三个变式和哥猜正确性的实际联系大概是：我今天吃了雪糕，今天我没做作业，我是好学生。好学生不可能不做作业，所以我做了作业，所以我没有吃雪糕。在其他回答中，我曾说过证明【该高中生】上211都费劲的话，也许很过分，但是我想说，数学对于逻辑要求太高了，这不是匿名老师【假老师】说的关键点很模糊的问题。我觉得哥猜论文少于150页，大小公式少于50个的，可以拿来给中科院做草稿纸。
 , 我概括一下他的证明思路。定义命题A：若哥德巴赫猜想为假，则你妈是男的。A的逆反命题是：若你妈是女的，则哥德巴赫猜想为真。因为你妈是女的，所以哥德巴赫为真。所以A和A的逆反命题都是真命题。
chen-chen-chen-81-10 , 刨根问底的同学可以理解这三个问题，想看插科打诨直接跳到原答案。1.为什么逆反命题正确？结论为真，不管假设如何，命题恒为真。2.逻辑漏洞在哪里？假设为假，命题恒为真，结论不一定为真。例如：美女对舔狗说：男人都死绝了，我会嫁给你。该命题为真，但不能说美女嫁给舔狗是对的。3.回到原证明。如果把-1定义成质数，那么逆反命题不为真，证明错。如果把-1不定义成质数，那么假设为假，不能说明结论为真。以下为原答案：猜想：如果我妈是男的，那么哥德巴赫猜想成立，黎曼猜想成立，P=NP。证明：如果哥德巴赫猜想不成立，黎曼猜想不成立，P不等于NP，那么我妈是女的。这个逆反命题显然正确。那么证明题也正确。恭喜我证明出来哥德巴赫猜想，黎曼猜想以及P=NP。
sleepy-season-25 , 可能错在连哥德巴赫是谁，都不知道
reallysugar , 别的答主已经说了逻辑上的错误在哪，我来还原一下 @证明 的思路。他引入“-1”作为负质数，本质是使得2符合哥德巴赫猜想变式（）。（同时囊括了这一命题：。）为了证明弱哥猜（即原文中的哥德巴赫猜想变式），他需要证明以下逆否命题为真。若，则不是质数。注意，“-1是负质数”是人为提出的概念，因此这是一个结论恒假的命题。若要证明这一命题为真，必须证明其条件为假。到这里他的思路出现问题了。他本该证明 为假。（事实上如果该条件为真，即存在偶数  ，那他就推翻了哥猜。）但其实他做的工作其实是：若，则不是质数。是他定义负质数后的必然结果，所以产生了一个条件恒假的真命题。这一工作不存在任何意义，也无法证明上述存在命题为真。他在这里混淆了证明存在命题的方式，把“若存在”和“存在若”搞混了。 @证明 自己的专栏也提到了这一点。另外，他被“条件恒假的命题恒真”这一情况彻底搞蒙了，被自己绕了进去。同时，他定义的A以及k，只是在自身的定义里循环论证，自始至终都只是在折腾自己，没有对哥猜产生影响。实际上，为了证明上述逆否命题为真（即其条件为假），他要做的其实是证明：但这就是他弱哥猜命题的结论，又回到最初的起点。引入负质数“-1”没有对证明猜想起到任何帮助。我在初中的时候一度以为是自己手算出了海伦公式，但其实秦九韶比我早了快八百年了。人偶尔觉得自己是真理的中心是一件很正常的事，但要看清现实。（好在我的初中数学老师只靠一次罚站就让我看清了现实）希望能维持这份热情用到正确的方向，踏实学习，那愿你前程远大。完。
ming-xing-yu-21 , 讲真的一开始是很期待能有什么高级操作，哎，但是挺可惜的，我也不看轻他，确实挺可惜的。有想法固然不错，但真的，高中阶段努力学习才是正道。错误也是很显然的，很多之前回答的人也都提到了：在第二部分证明部分，第9、10行，“则-1不是质数”是一个真命题。然后以此的逆否命题得出“-1是质数”，问题显然。然后依次 后面各部分都有类似的问题。最后，还是祝你能够考上理想的大学。就算不能，也希望你不要放弃，毕竟大学也需要自学（逃能自学成才，各大高校照样请你去做教授啊。当然啦，新年快乐2333
qia-ni-95 , 能不能尊重那些苦苦证明的科学家。现代科学是多么严肃的事，早不是闭门造车能出东西的年代了。哥德巴赫还不是因为陈景润才在中国有这么大热度，难题那么多，为什么不去搞搞别的问题？别再蹭热度了。
virbianium , 题主第一个问题很多人都回答了，我在这就不再赘述。回答第二个问题：不是。他目前对自己能力的自信已经到了盲目的地步，在发表这文章之前他提的问题 如果高中生能证明哥德巴赫猜想，会被清华北大数学系保送吗？回答数已经破2K了，如果他看一下里面大多数回答，认真考虑自己的能力，就不会做出如此荒唐的行为。真正的天才从来不会将自己看的太高，他这种不顾他人劝告而一意孤行的人，如果继续走这条歧路，可能以后连庸才都说不上。这个年纪的人自视太高的情况常常会有，答主年纪和他也差不了几岁，很理解他这种渴望通过一个伟大的发现或者成就一夜成名的想法。唯一的不同是答主醒的更早，认清了自己的能力，选择一条不那么艰难，但是现实得多地多的路。的确有很多人对他言辞太过尖锐，我只希望他不要因为太多人的指责和严厉的言辞失去信心，不要沉浸在这次惨重且广为人知的失败里面，也希望大家不要对他进行攻击，他只是个高中生，也许真的有错，但是那不是你们对他大肆冷嘲热讽的理由。有梦想是好事，有宏伟的梦想更是无可厚非，任何人都渴望自己能做出一番惊天动地的成就，但是要找好路。重要的不是路通向的山有多高，也不是路本身多平坦宽阔，甚至不是路旁的风景多么美丽，而是多年后回忆在这条路上的每一个脚印时，都会会心一笑。
 , 本人证明出了 P=NP，将于 2020 年 1 月 1 日在知乎上公开发表，欢迎各位观看和指出问题。大家可以关注我一下，2020 年 1 月 1 日零点准时发表。
