 , 我一个研究生在读，连这个猜想的名字都读不顺...丢脸，匿了，后生可畏，题主加油，虽然我不是清华的，但你证出来了或者努力后到北京，来北师大我请你去教工随便吃 
lu-shi-san-94-80 , 我的高音比世界上任何一个人都要高！
ben-pao-zhong-de-rou-jia-mo , 如果证明了，再去清华北大，说实话那真的是很给清华北大面子了
cheng-wan-li-99 , 那不是保送清华北大当学生，是清华北大求你当教授。你的明白?
liu-han-ze-ze-ze , 真正能正面哥德巴赫猜想的高中生是不需要靠清华北大保送上的。
 , 题主加油！我也是在高中时期就发明了永动机，最后保送到名校的。真的不是很懂为什么这么多人都对题主冷嘲热讽，不说了，期待题主的论文，如果真的证明了，我一定帮你预订床位！
qing-nian-bu-wen-yi-10 , 跟大家说一下，应该不用等了。看这个链接证明：一个网友的回复如果真如他所说，无疑是一个民科了。借用里面评论区朋友的一句话，如果我们大多数人都能看懂，基本上不能说错但肯定是不对的。举个例子，证明1＝0.99999999……用初等数学几行就解决了，我们我们还学极限做甚？以下是原答案感觉你们都忽略了另外一个可能性。其实题主是穿越过来的，那个时候已经有人证明了，刚好他看到了，所以……问下题主，你买返程票了吗？刚刚看了题主的主页，有了一些新的看法这是他比较早的动态。关于四面体的问题然后再一个题目下这个题目下的回答是哥德巴赫猜想。所以我们可以猜测这个问题起源他对四面体的研究。再看看时间，最开始是三个月前，也就是九月份左右你们高中尤其是高三九月份有哪些大事儿呢？奥赛。我们做一个大胆的猜测事情是这样的。题主应该高中在读。学校可能还不错，毕竟能组织奥数的应该还行。题主的成绩应该比较偏科。数学应该是强项。其他科应该不行。所以题主高中前面两年把时间都搭在了奥数上面。然而事与愿违。九月份的奥赛滑铁卢了（我们假设他是有拿奖的能力的）。所以经过深思熟虑之后，觉得自己应该是没戏了，其他科不行，数学也挂了。怎么办呢？怎么办呢？这个时候突然想起了比赛试卷上一道关于四面体的题目，题主应该没做出来。可能的是这一题耽误了他很多时间，让他比赛失利。于是他就想把这条解出来 然后到处咨询，最后从同学哪里得知，知乎是一个985遍地走，211不如狗的高层次学术研讨平台。所以他看到了那个歌猜。转念一想，这个以前老师有提到过，感觉应该能搞出来。于是他就开始到处查阅相关知识点。通过时间线可以看出他花了一个月差找资料。再两个月前还有一个七七八八的动态，我想在那个时候他应该有思路了，所以来放松一下。然后几天前，他把问题搞出来了。对于这个问题，我敢肯定，他的证明肯定用了其他专业的知识，不是正面回答的，比如说我们要测体积可以用排水法。所以他才说他的方法别人看不懂。那么对于这种情况，他的证明基本没戏，就算是对的，哪怕若干年之后被后入证明是对的，他在现在也没什么用。因为专业的期刊不会承认的。为什么我会有这样的想法，因为那些年我也是这样子的。那年物理奥数挂了之后，心灰意冷，感觉整个人都不好了。其他科成绩每一科都是七十分左右（包括语数英）。不过经过短暂的思考之后我觉得好好学习，奋力一搏。然后………………等会儿再说，工头叫我过去把搅拌机弄一下。毕竟我是我们工程队最有文化的。感觉题主想靠这个上清北的概率应该不大了。但鉴于题主对于大学的向往，我这边有一个操作，可以试一下高考还有230天如何从300分冲到600分？当年身边不止一个成功的案例，哪怕是现在身边也有成功的案例啊。
yu-yue-de-hei-mao , 您如果能证明出哥德巴赫猜想，那可就不是报送清北这种小事了。北大数院院长应该立马退位让贤给您这位18岁证明哥德巴赫猜想的天才，这将是前院长先生这辈子对数学做出的最大贡献。在您的带领下，相信在2030年前就可以搞出可控核聚变，我国跑步进去共产主义。从此宝马汽车一百八，泰坦显卡十块仨。有生之年，知乎的诸位将会见证人类在您的带领下走向行星辰大海，哪怕三体星人来了都可以和他掰掰腕子。传奇的开始，就在2019年1月1日我觉的这段话改改可以用在您个人自传里。
wu-jing-tian-ze-78-41 , 等你把证明过程发出来的时候，就应该做好心理准备，因为将有成千上万的人要挑你的毛病，如果被推翻，那么你能承受的了吗？但是，如果后来发现你的证明是完美的，那么恐怕就不只是清华北大那么简单了，一个如此之大的跨世纪数学难题被证明出来，整个数学界都将为之轰动，不排除有数学大家将来想收你为徒的想法
huo-xing-ren-28-89 , 就想坐等现在这些在这冷嘲热讽的人被打脸不懂在酸些什么
